tds,turbidity,pH,mq4,temperature,humidity,rain,oxygen_level
534.55,3.35,7.66,27.2,13.91,37.18,20.16,Low
301.28,19.97,5.31,65.54,18.88,57.13,41.39,Low
605.48,8.99,7.35,61.01,13.96,45.9,22.33,Low
229.61,14.15,7.11,46.84,20.62,70.93,48.61,Low
137.53,14.13,6.43,40.52,13.46,64.31,23.12,Low
455.11,12.09,5.38,18.41,17.17,44.96,41.83,Low
547.98,1.75,6.23,30.58,20.03,66.84,30.95,Low
314.56,16.7,8.77,89.76,37.04,85.57,4.28,Low
407.08,8.06,8.1,44.37,30.76,72.61,89.92,High
393.65,18.62,6.18,27.78,28.74,66.47,75.14,Low
326.38,10.46,7.69,60.32,25.71,75.07,67.86,Low
100.87,4.27,6.37,65.9,12.15,69.2,72.87,Low
583.94,13.49,5.08,8.72,38.05,38.47,87.18,Low
242.03,10.92,8.01,19.27,24.84,70.1,54.77,Low
281.82,6.96,5.51,15.78,34.79,75.76,97.7,Low
127.02,11.26,7.97,29.7,32.54,41.87,18.05,Low
419.2,15.15,5.86,33.4,10.58,87.4,46.64,Low
657.42,0.56,5.07,44.61,36.83,34.97,43.74,Low
273.98,17.87,8.21,5.49,25.53,58.65,44.7,Low
675.11,16.2,6.19,76.72,25.0,73.38,76.75,Low
211.79,3.2,5.89,45.7,34.97,88.69,8.67,Low
710.69,5.2,6.54,73.42,34.62,46.29,5.1,Low
138.7,12.24,8.94,93.65,16.26,49.97,79.05,Low
380.37,17.01,6.2,46.79,14.26,49.9,84.44,Low
349.56,11.03,5.97,83.57,27.95,44.64,50.74,Low
502.47,19.63,8.19,49.83,34.69,67.13,2.13,Low
480.06,1.04,6.41,83.81,15.13,76.49,59.49,Low
539.64,12.55,6.91,68.94,31.5,41.7,2.63,Low
70.6,0.44,8.06,98.21,39.99,45.18,56.58,Low
117.07,0.53,6.75,36.03,37.2,72.19,6.63,High
245.09,16.62,5.46,90.2,19.12,53.03,82.49,Low
623.38,0.28,5.3,63.53,21.5,41.75,95.12,Low
301.91,1.91,5.83,87.51,31.62,63.04,54.65,Low
366.14,17.09,6.88,81.52,10.14,71.68,29.11,Low
507.47,5.53,6.11,55.28,26.9,42.73,67.45,Low
462.29,6.77,7.52,74.38,27.76,65.83,39.58,Low
774.41,15.89,6.77,32.22,19.8,77.91,83.13,Low
94.09,5.58,7.08,93.81,16.8,83.5,39.26,Low
478.54,7.66,5.81,77.05,11.96,31.11,65.66,Low
672.68,12.98,8.4,44.22,22.26,82.27,87.82,Low
589.83,6.92,8.88,38.99,25.57,69.72,99.64,Low
244.28,15.19,7.54,46.9,20.91,65.59,74.86,Low
319.37,9.48,6.01,67.35,12.88,62.56,28.26,Low
541.58,15.5,6.06,2.97,32.66,64.08,0.52,Low
491.52,15.78,8.04,25.85,20.64,66.21,99.38,Low
601.66,17.15,6.24,62.64,26.17,52.07,18.67,Low
381.45,7.37,5.24,37.69,32.82,36.09,32.62,Low
730.33,8.96,5.31,35.76,26.34,85.07,15.65,Low
629.94,5.59,8.4,50.36,34.55,62.18,31.31,Low
697.81,15.82,5.41,75.09,36.14,41.0,64.91,Low
567.89,14.88,8.46,27.96,16.38,32.15,49.7,Low
547.54,11.79,8.23,77.71,38.13,38.42,54.55,Low
170.51,1.7,8.8,43.61,38.24,77.88,58.12,Low
635.52,12.4,6.02,26.39,27.69,64.6,71.71,Low
714.23,18.1,6.84,16.86,33.37,75.25,17.6,Low
611.27,18.91,7.62,16.42,25.43,89.85,53.27,Low
700.5,2.33,5.12,11.51,24.61,37.1,86.23,Low
777.85,16.38,8.9,78.76,12.7,52.3,33.69,Low
203.4,14.79,7.24,7.65,12.02,67.19,92.73,Low
438.96,16.41,7.27,56.53,28.1,59.77,86.14,Low
438.97,19.42,5.47,79.72,35.92,30.73,45.26,Low
476.73,2.15,7.35,24.38,31.18,49.5,56.95,High
378.11,4.14,7.97,66.47,26.28,50.28,49.49,Low
64.57,11.36,6.87,37.67,37.42,52.96,17.81,Low
740.61,15.65,7.59,94.08,22.75,80.21,23.68,Low
709.67,1.74,5.37,87.44,36.31,30.17,85.9,Low
183.16,13.93,5.31,83.0,29.33,44.91,44.56,Low
277.27,10.61,5.29,82.82,30.38,44.54,35.36,Low
338.33,18.66,5.45,89.44,34.61,36.44,4.35,Low
109.85,10.3,8.35,85.7,29.04,47.21,34.56,Low
206.22,15.66,7.56,39.71,21.71,56.27,72.63,Low
614.93,1.28,6.38,66.79,10.07,85.02,11.54,Low
62.49,16.84,5.41,22.35,13.3,80.61,18.19,Low
302.42,16.8,5.37,79.65,30.81,86.31,79.01,Low
682.81,14.83,6.3,97.41,39.55,57.74,82.07,Low
410.38,14.96,6.68,68.7,34.82,38.31,55.34,Low
111.6,2.36,8.78,53.81,28.76,64.76,75.87,Low
401.09,14.38,5.51,96.12,15.37,73.92,28.42,Low
367.7,19.79,7.1,87.24,36.04,67.14,61.24,Low
200.28,1.85,7.77,36.77,30.26,86.62,85.26,High
622.12,18.01,5.49,25.4,24.68,43.31,62.7,Low
707.54,7.47,6.26,18.49,21.33,55.86,63.24,Low
798.05,6.54,7.78,29.92,24.66,57.56,64.35,Low
421.84,19.13,8.34,46.73,23.67,69.44,24.57,Low
323.76,2.3,5.62,12.58,16.93,56.22,6.77,Low
572.51,3.49,8.39,38.52,15.3,80.08,76.36,Low
546.64,14.8,7.77,45.96,11.86,85.83,58.8,Low
420.79,10.65,6.86,97.53,30.17,85.57,1.82,Low
790.03,14.5,6.82,86.41,26.69,49.05,63.2,Low
313.46,1.13,8.17,65.0,18.08,50.12,94.34,Low
171.51,6.7,8.01,80.27,27.71,85.61,21.44,Low
456.02,7.43,7.41,25.2,37.63,47.41,28.04,High
268.06,15.37,5.73,13.94,17.64,50.66,96.23,Low
627.72,6.15,7.81,85.8,33.5,52.3,61.41,Low
122.85,3.26,5.41,22.77,18.42,76.41,73.81,Low
563.25,2.26,8.34,34.69,28.02,89.93,48.59,Low
561.59,5.67,8.05,3.37,32.94,48.1,56.81,Low
252.6,7.81,6.89,56.47,19.86,58.74,73.46,Low
329.86,9.25,5.85,57.62,27.77,33.22,96.03,Low
699.22,17.11,6.42,14.41,18.73,85.28,37.4,Low
124.29,2.01,5.44,17.0,33.78,53.8,95.08,Low
112.95,16.02,8.02,63.34,33.75,80.72,35.33,Low
790.1,10.91,8.45,75.01,17.61,46.33,70.63,Low
101.9,18.95,6.21,73.47,12.58,54.79,91.7,Low
403.86,11.59,6.16,19.94,35.16,78.67,17.64,Low
255.2,11.48,6.04,32.59,27.89,71.48,14.72,Low
554.29,2.18,8.47,25.3,14.39,53.87,55.71,Low
312.75,8.62,8.47,7.26,12.11,40.7,45.66,High
547.88,16.82,5.07,8.22,14.62,43.43,12.34,Low
513.0,14.49,7.48,47.84,33.07,40.67,57.59,Low
678.01,3.48,6.89,43.88,31.57,45.02,0.54,Low
158.19,1.26,5.42,35.7,11.36,60.9,16.11,Low
693.07,6.32,6.77,69.43,13.86,45.76,19.55,Low
214.51,13.3,5.45,64.53,13.6,49.48,99.94,Low
721.85,17.17,7.47,55.04,16.08,73.61,75.22,Low
554.12,10.01,5.77,5.92,27.54,67.94,45.11,Low
231.72,14.39,5.02,52.48,11.31,78.66,12.26,Low
93.54,16.09,7.89,92.07,20.7,38.43,70.3,Low
418.32,11.19,5.8,70.15,35.27,60.72,82.43,Low
474.26,4.81,6.96,93.57,34.71,80.44,50.33,Low
97.59,3.56,6.08,19.43,15.23,53.21,93.47,Low
120.49,19.96,7.83,9.47,26.56,84.21,37.1,Low
554.73,5.15,8.14,11.67,31.2,65.92,68.49,Low
146.39,13.58,6.34,77.27,36.22,72.28,83.48,Low
255.45,6.71,5.23,29.13,34.33,48.5,46.95,Low
785.46,7.3,8.03,30.05,27.39,58.96,86.78,Low
718.63,8.76,6.28,26.3,15.63,59.06,12.45,Low
640.72,9.45,5.1,21.16,38.95,89.91,19.25,Low
305.13,17.84,5.39,47.63,36.5,41.08,37.28,Low
721.69,18.14,7.41,25.62,25.78,85.31,18.77,Low
756.47,7.63,8.05,2.03,39.7,74.56,28.14,Low
503.63,15.44,8.35,38.02,17.36,67.68,20.77,Low
141.37,1.64,8.4,31.51,32.47,84.08,26.3,High
639.27,9.13,6.31,52.04,20.51,36.49,57.61,Low
612.67,16.31,5.67,75.39,19.67,61.54,21.87,Low
485.83,18.39,7.04,17.33,10.81,51.73,25.56,Low
257.37,14.86,7.02,67.11,35.41,35.15,97.09,Low
146.07,14.43,8.61,46.45,32.99,70.94,70.66,Low
795.34,1.99,5.75,43.53,32.92,59.26,0.13,Low
327.53,12.49,7.57,69.28,28.46,81.39,79.43,Low
205.1,19.49,6.23,68.76,30.5,70.36,97.05,Low
429.59,19.71,8.22,13.0,11.98,56.38,42.42,Low
733.61,13.63,7.89,81.16,29.57,88.26,98.53,Low
795.97,8.77,7.41,61.09,13.46,42.52,91.06,Low
658.04,18.52,7.42,42.27,30.22,81.94,99.03,Low
402.53,18.02,8.34,12.92,13.47,49.3,48.07,Low
97.37,6.27,6.2,38.16,18.9,40.66,13.72,Low
744.35,1.56,7.04,50.8,14.51,67.61,5.26,Low
572.66,0.21,5.53,55.83,14.43,66.49,28.44,Low
738.49,19.55,6.13,24.99,13.21,61.97,2.15,Low
296.46,17.26,5.95,20.01,13.13,82.78,41.32,Low
55.53,1.43,6.54,86.35,27.39,57.76,85.44,Low
132.12,14.9,8.2,55.86,22.37,61.63,0.5,Low
234.64,2.86,5.04,55.41,37.5,83.7,20.6,Low
790.08,9.29,5.57,8.67,30.2,56.83,45.96,Low
569.63,9.21,8.33,85.44,23.38,38.43,78.42,Low
512.87,9.73,6.38,18.15,30.89,84.15,36.66,Low
650.75,11.63,8.75,71.6,34.0,86.47,41.72,Low
485.89,8.53,5.95,11.77,13.72,75.97,18.32,Low
561.32,12.22,8.8,66.14,12.74,82.71,1.8,Low
166.16,6.69,6.71,98.33,19.62,82.4,90.64,Low
464.76,17.55,5.18,10.13,29.28,79.35,51.27,Low
756.92,12.99,5.13,64.23,28.63,34.07,53.65,Low
502.63,4.28,6.4,67.65,39.87,78.59,90.52,Low
435.91,4.59,5.28,83.1,35.34,48.47,68.35,Low
583.58,15.43,6.68,78.83,37.54,80.85,46.62,Low
703.28,6.25,5.47,38.02,15.23,67.54,53.05,Low
72.41,15.83,5.39,53.9,34.79,60.06,91.29,Low
484.39,1.42,8.79,15.48,38.11,46.09,27.0,Low
594.33,4.46,6.18,11.31,21.78,31.62,31.34,Low
409.56,12.9,6.27,27.07,26.89,30.11,22.75,Low
400.86,3.1,5.03,6.9,30.27,43.1,12.75,Low
324.84,8.96,8.97,57.14,22.87,78.92,24.67,Low
145.23,0.44,6.3,84.15,25.04,30.37,75.71,Low
151.42,9.49,7.0,76.35,27.65,73.82,57.21,Low
234.93,13.62,8.52,31.07,33.08,86.5,44.66,Low
732.29,16.51,5.58,1.32,26.69,52.5,54.72,Low
440.93,1.62,5.06,23.28,28.5,48.99,21.74,Low
677.11,14.84,7.83,91.61,23.61,80.84,96.35,Low
219.52,18.92,8.73,30.39,39.0,66.28,62.79,Low
279.77,6.35,6.69,57.63,14.18,77.44,82.31,Low
738.71,10.73,6.07,95.07,28.11,51.98,35.02,Low
336.14,8.6,8.54,28.63,25.93,77.43,63.99,Low
181.61,9.82,8.2,22.13,34.37,87.54,58.2,High
416.24,17.77,5.73,61.63,18.21,40.32,92.3,Low
604.38,19.57,8.2,83.34,24.98,47.66,81.61,Low
591.73,5.05,7.86,18.75,30.17,32.12,63.93,Low
722.04,10.61,8.24,58.25,29.98,49.87,0.81,Low
142.92,2.54,8.82,67.33,38.78,82.68,51.19,Low
314.7,16.64,8.97,18.92,22.0,86.62,39.4,Low
376.81,10.11,5.38,48.49,13.56,52.48,74.42,Low
54.35,19.27,6.9,2.73,13.14,44.27,13.67,Low
533.94,8.11,6.34,84.54,34.22,46.46,76.56,Low
638.43,0.84,6.59,26.26,16.47,50.13,89.12,Low
88.74,9.67,6.57,57.03,34.45,79.39,35.91,Low
466.47,13.27,6.67,8.47,39.7,53.29,7.85,Low
287.09,12.0,6.1,62.11,33.26,51.8,45.08,Low
711.74,2.33,7.57,48.92,26.17,33.25,1.75,Low
476.18,8.89,7.15,9.39,32.56,59.34,34.17,High
362.24,6.94,7.31,79.27,10.43,30.46,82.42,Low
403.77,13.99,7.07,64.57,33.15,59.39,94.77,Low
403.4,12.24,6.89,38.97,12.53,75.17,51.51,Low
66.11,16.43,8.56,0.14,12.55,43.61,81.96,Low
415.53,19.73,7.84,83.74,12.25,82.39,93.45,Low
276.27,7.86,8.33,48.46,16.01,54.64,57.96,High
258.94,10.33,8.17,81.09,37.11,67.88,92.77,Low
424.1,14.65,5.38,63.98,28.33,66.6,12.39,Low
261.34,18.5,7.6,63.52,38.35,45.66,91.27,Low
631.56,11.63,8.29,93.35,24.08,64.62,90.11,Low
543.83,2.66,7.75,62.67,15.91,46.87,19.22,Low
779.17,9.94,7.77,30.8,14.55,47.92,32.36,Low
300.42,8.74,7.75,3.17,32.4,71.82,38.93,High
459.67,14.0,8.33,35.61,31.8,53.49,56.4,Low
743.87,16.87,8.75,34.94,16.9,47.65,72.27,Low
136.31,9.57,7.84,86.61,34.53,45.23,48.34,Low
623.96,14.69,8.95,13.76,27.76,59.88,60.12,Low
378.56,15.03,8.35,20.71,10.18,77.97,81.51,Low
411.61,4.82,8.97,64.84,39.18,72.06,73.55,Low
289.4,18.24,7.94,62.73,24.45,30.29,59.86,Low
204.81,10.79,8.47,25.15,26.0,36.11,11.68,Low
684.67,6.19,8.49,55.23,35.07,87.46,63.64,Low
202.06,15.28,8.71,91.73,25.53,87.45,37.1,Low
340.53,19.51,8.7,77.08,17.17,76.84,79.76,Low
695.43,19.13,6.91,33.49,13.9,71.56,28.99,Low
72.94,15.15,6.08,10.86,23.38,57.5,52.0,Low
136.85,2.53,5.32,0.52,37.58,73.19,93.11,Low
363.79,18.92,8.14,3.68,15.62,47.5,92.29,Low
55.03,4.53,5.58,63.97,15.47,74.3,26.91,Low
600.43,12.68,8.13,65.62,20.21,65.77,84.83,Low
103.86,14.53,6.91,37.01,19.72,32.85,70.61,Low
749.7,5.21,7.45,22.25,15.51,47.07,96.4,Low
59.08,16.07,6.97,77.02,11.83,79.3,93.06,Low
437.64,17.99,5.63,27.73,39.19,85.88,97.13,Low
600.27,3.76,6.01,6.31,12.02,76.62,49.19,Low
57.0,2.25,7.59,95.77,28.45,86.51,35.69,Low
437.33,11.49,7.44,97.14,11.02,85.53,48.44,Low
54.11,2.89,8.6,60.2,35.67,59.26,57.48,Low
437.68,9.31,8.71,49.77,38.0,32.35,96.05,Low
744.5,11.76,5.1,65.68,19.78,84.53,3.94,Low
602.69,9.29,5.14,57.98,21.83,55.34,75.79,Low
243.94,0.06,5.94,87.81,38.7,57.68,40.85,Low
56.28,6.52,7.75,73.35,16.33,45.09,80.1,Low
522.71,12.81,8.66,59.18,25.18,80.51,35.95,Low
259.12,12.76,6.73,68.88,28.67,86.57,70.44,Low
80.24,2.2,7.21,37.51,21.05,70.36,26.89,High
75.73,15.04,7.24,64.11,28.61,83.06,2.06,Low
771.75,15.43,5.77,42.6,18.3,67.91,37.32,Low
201.18,9.43,6.26,62.7,38.61,67.3,28.25,Low
284.64,7.56,7.91,2.34,21.36,62.19,1.83,High
300.65,14.21,5.11,16.21,22.65,58.31,48.77,Low
753.92,4.76,5.34,68.98,30.75,86.69,2.57,Low
371.9,8.84,8.21,3.6,18.61,73.5,1.87,High
607.45,10.29,7.07,95.81,27.26,65.75,28.6,Low
607.97,16.24,5.49,83.71,19.93,62.68,50.58,Low
53.46,14.88,5.63,57.47,12.3,80.53,93.43,Low
374.42,19.4,6.38,74.25,35.38,86.42,10.51,Low
333.97,0.98,5.6,95.8,14.44,55.94,77.12,Low
152.39,6.24,6.69,11.51,28.05,66.31,99.67,High
339.58,1.63,5.19,18.68,35.95,47.68,95.15,Low
520.85,6.67,8.22,1.2,30.13,75.01,32.02,Low
628.78,6.44,5.44,22.03,32.88,85.97,66.5,Low
386.49,0.43,5.53,41.34,11.85,50.52,70.98,Low
659.47,5.62,5.11,56.46,15.08,88.45,39.27,Low
77.44,13.84,5.46,75.33,20.55,61.46,72.46,Low
374.88,19.16,8.44,75.96,19.76,75.7,66.26,Low
234.21,14.68,8.4,2.31,20.69,37.31,87.25,Low
687.36,1.52,5.69,24.18,20.97,30.98,10.02,Low
576.93,12.51,7.32,50.45,28.01,69.13,45.94,Low
750.38,7.72,6.22,10.43,25.02,48.99,16.02,Low
174.29,12.78,8.56,83.67,15.43,75.53,8.49,Low
446.73,17.3,8.07,43.85,29.62,50.82,74.52,Low
629.32,5.15,6.33,87.46,16.34,54.99,61.18,Low
785.88,0.71,6.91,34.94,20.91,35.66,54.86,Low
552.78,17.23,6.65,28.39,32.45,83.72,75.21,Low
95.52,16.46,6.67,84.79,26.5,64.15,6.52,Low
332.67,10.53,8.25,51.17,10.78,89.14,54.82,Low
259.02,6.79,5.77,66.44,33.04,63.48,74.4,Low
90.75,7.27,5.29,20.02,13.95,52.53,48.51,Low
432.47,8.32,7.96,56.86,34.72,30.84,39.46,Low
597.12,5.77,8.57,8.66,16.19,36.41,18.93,Low
438.3,15.83,7.89,6.49,18.5,84.94,99.69,Low
286.4,16.1,7.94,49.3,30.04,42.01,28.85,Low
438.93,12.36,7.89,7.78,35.36,75.69,59.74,Low
360.17,12.56,8.56,73.56,13.48,68.95,47.98,Low
783.87,5.96,7.2,76.31,34.11,78.48,22.63,Low
126.54,3.46,5.84,12.9,28.43,82.23,35.28,Low
605.26,6.39,5.16,77.78,24.37,30.85,73.23,Low
764.7,2.83,5.06,4.38,18.41,71.67,12.04,Low
379.14,5.82,5.04,30.07,38.5,33.45,40.47,Low
794.99,8.0,8.35,94.99,35.33,36.81,11.01,Low
169.94,6.41,6.65,85.64,32.69,56.22,15.77,Low
578.13,14.43,5.32,56.53,35.57,73.41,26.22,Low
540.38,8.14,5.36,46.69,24.75,39.78,1.27,Low
693.52,2.15,6.79,63.49,22.79,56.18,34.52,Low
646.75,13.63,6.33,53.76,19.18,37.63,83.77,Low
276.75,0.08,8.97,31.39,16.95,32.01,47.58,Low
587.41,15.15,8.67,18.45,31.09,68.67,42.81,Low
312.91,4.52,8.29,42.38,28.56,82.29,23.73,High
332.97,19.84,6.29,14.62,10.03,56.27,18.29,Low
739.37,18.09,8.32,24.92,34.45,42.09,20.81,Low
225.57,10.98,6.06,31.59,35.71,69.23,67.15,Low
599.93,2.88,8.22,96.32,15.66,49.37,35.31,Low
373.4,14.94,7.77,74.6,26.34,86.75,39.63,Low
295.41,9.42,7.3,8.77,37.79,86.66,76.29,High
658.78,19.57,6.75,32.19,36.71,89.06,33.21,Low
471.9,4.21,7.82,31.12,18.12,73.0,62.04,High
564.27,16.18,6.55,18.24,14.21,42.02,9.04,Low
605.65,19.61,7.64,85.09,34.52,79.95,75.19,Low
634.66,12.86,8.92,32.55,20.54,67.75,9.19,Low
117.95,18.91,6.76,8.1,36.41,56.05,40.6,Low
381.48,5.53,7.46,99.97,31.26,54.86,99.16,Low
683.05,4.41,6.04,47.25,34.48,63.08,69.14,Low
780.06,5.01,6.5,69.74,21.29,40.51,71.27,Low
667.84,10.95,7.85,83.53,11.8,47.58,7.38,Low
499.4,0.9,7.75,97.99,21.82,81.08,87.06,Low
554.89,6.15,5.1,22.98,36.23,34.08,69.97,Low
151.12,16.53,5.86,3.62,38.82,68.04,1.65,Low
727.69,13.78,5.2,88.78,19.49,88.68,94.3,Low
757.08,1.09,6.44,44.57,22.17,57.87,56.74,Low
737.3,18.99,7.21,79.13,35.43,49.25,44.61,Low
251.77,15.86,7.77,11.89,34.49,67.79,68.98,Low
246.9,0.2,7.52,53.64,22.38,84.44,82.9,Low
393.63,11.37,6.18,72.35,23.8,52.97,5.49,Low
225.99,16.1,8.62,17.64,38.43,33.16,5.14,Low
218.06,15.61,8.81,50.62,39.75,72.26,8.28,Low
580.75,16.07,8.08,54.45,27.48,89.66,66.28,Low
276.04,19.49,5.4,17.11,12.25,45.79,10.32,Low
612.69,10.54,7.06,13.58,38.91,61.84,31.64,Low
157.06,18.67,8.83,83.42,34.61,67.22,99.29,Low
66.68,15.75,7.43,36.77,19.12,40.14,92.5,Low
311.09,11.31,8.47,49.34,30.91,63.29,90.72,Low
91.75,4.85,8.81,46.13,37.0,32.48,75.12,Low
534.02,1.29,8.53,83.65,29.05,68.08,73.24,Low
387.27,8.21,8.19,94.22,38.8,55.72,93.66,Low
65.24,17.97,6.41,84.86,33.6,40.03,5.84,Low
248.46,2.66,7.89,2.77,24.06,89.77,29.6,High
52.54,2.86,6.39,68.26,21.32,77.3,60.83,Low
793.35,11.63,8.36,81.14,37.07,55.74,30.53,Low
638.86,9.65,5.14,80.88,29.39,63.62,42.7,Low
470.5,9.1,5.86,49.3,32.06,61.94,81.65,Low
203.12,11.9,6.38,99.23,29.9,77.3,98.64,Low
725.32,5.98,7.08,27.86,18.09,70.57,72.29,Low
324.96,0.37,6.87,87.86,15.26,33.21,82.66,Low
145.67,12.12,7.33,58.64,27.04,75.52,6.01,Low
631.95,3.18,6.62,18.61,20.54,44.62,15.45,Low
526.2,10.41,6.23,71.04,20.14,43.19,97.38,Low
695.08,12.37,5.57,71.82,19.82,37.05,33.19,Low
418.94,12.23,6.18,60.57,14.56,64.73,69.36,Low
665.96,3.68,8.31,22.16,21.61,76.08,99.77,Low
207.48,0.19,5.88,77.32,26.2,44.54,70.01,Low
736.14,10.15,6.85,72.64,37.57,80.48,53.94,Low
625.69,5.97,8.29,50.6,14.28,69.85,1.64,Low
362.06,11.71,5.52,71.99,36.69,65.09,22.8,Low
269.65,7.46,7.72,27.93,35.06,63.99,14.04,High
116.34,11.41,5.88,30.95,27.74,49.59,16.82,Low
526.43,4.28,5.69,42.5,19.21,80.83,49.12,Low
581.78,8.53,7.92,83.5,19.89,56.98,18.69,Low
544.61,5.8,6.38,33.31,13.15,77.12,51.38,Low
157.66,17.39,5.33,74.05,33.88,80.66,41.77,Low
492.29,16.06,8.47,5.81,22.92,58.92,71.71,Low
173.97,6.53,8.56,69.14,12.1,83.77,14.46,Low
121.33,3.01,7.5,51.78,38.03,65.17,52.27,Low
366.54,13.81,8.52,98.77,21.64,53.11,98.34,Low
432.5,11.22,6.42,32.92,26.81,76.57,68.09,Low
542.94,2.25,8.11,26.45,19.51,78.39,11.47,Low
580.65,10.07,6.47,45.48,36.36,75.93,11.76,Low
658.69,14.38,5.56,51.97,17.92,73.15,15.83,Low
249.66,0.6,7.01,88.75,31.59,46.38,7.93,Low
365.93,1.85,7.62,27.72,23.5,83.35,17.94,High
521.5,12.22,5.58,65.16,32.15,49.37,20.45,Low
784.46,15.4,7.14,50.83,29.64,54.5,14.85,Low
442.81,18.37,5.68,29.65,14.54,42.19,59.74,Low
368.54,8.64,6.38,80.78,31.47,79.63,10.29,Low
57.99,18.7,7.21,81.99,27.04,77.72,28.47,Low
647.91,5.01,8.07,60.51,17.7,66.65,94.3,Low
444.43,13.39,7.02,86.31,32.78,62.85,16.81,Low
305.96,0.84,8.09,51.81,24.57,68.89,72.33,Low
261.94,17.97,6.22,14.56,34.68,33.25,8.21,Low
554.09,9.99,8.5,48.96,39.78,68.4,35.57,Low
362.18,2.75,8.31,52.96,37.1,48.96,3.95,Low
537.34,14.43,8.16,75.53,29.89,37.87,64.55,Low
470.29,17.87,5.11,54.64,34.75,76.21,8.57,Low
245.76,19.77,8.14,21.41,29.38,46.44,71.44,Low
625.59,11.23,7.61,67.85,30.46,42.89,90.06,Low
635.22,15.37,6.24,29.21,13.94,60.89,70.68,Low
647.69,1.0,6.19,52.43,34.03,65.65,29.96,Low
729.68,15.62,8.28,53.93,29.35,79.21,35.8,Low
530.78,8.87,5.76,97.64,19.89,31.63,53.6,Low
484.56,13.3,5.4,56.12,10.34,59.93,2.32,Low
606.41,14.67,6.97,33.08,39.76,59.44,81.83,Low
139.28,3.91,7.55,12.48,30.35,88.12,47.76,High
106.13,6.91,5.17,99.41,26.34,45.57,8.2,Low
551.43,6.97,5.64,73.47,10.48,38.15,39.87,Low
148.67,12.14,7.8,70.41,25.09,85.54,47.12,Low
65.6,10.86,6.13,2.92,30.48,30.49,21.15,Low
639.16,5.71,6.52,54.26,20.7,52.8,74.01,Low
787.95,1.95,6.54,20.65,13.44,87.12,52.83,Low
706.37,19.21,5.91,34.66,26.7,44.21,10.25,Low
706.02,19.02,7.54,11.97,15.77,84.2,79.07,Low
708.11,5.55,7.6,1.41,25.57,61.51,5.94,Low
616.28,17.34,8.26,73.88,24.52,84.75,55.59,Low
458.32,5.27,7.51,34.96,12.62,57.23,14.87,High
561.78,3.19,7.72,59.2,34.37,61.58,99.87,Low
383.13,6.14,5.71,32.68,27.53,89.62,6.72,Low
516.92,14.46,5.97,0.66,32.55,36.28,16.78,Low
339.06,17.73,6.89,22.39,35.11,42.05,9.95,Low
118.59,11.74,6.01,23.89,34.68,41.23,20.08,Low
504.83,3.39,6.64,30.15,14.36,80.13,75.0,Low
748.41,2.12,5.61,4.99,30.26,41.94,12.53,Low
504.02,12.0,5.87,31.95,20.99,43.48,39.16,Low
79.72,5.71,5.69,49.88,25.61,82.26,43.9,Low
316.18,14.78,6.45,50.34,11.42,71.95,66.47,Low
234.02,10.29,5.34,39.51,28.57,32.33,16.62,Low
339.58,7.64,8.05,20.03,18.04,80.46,87.02,High
486.24,18.26,7.11,34.32,19.47,88.72,68.01,Low
446.92,8.55,5.02,11.12,25.67,61.92,85.19,Low
265.21,7.1,5.3,87.88,12.45,82.5,41.07,Low
282.69,0.21,6.83,61.98,12.86,42.12,10.82,Low
320.68,14.03,7.97,42.84,21.11,61.61,54.69,Low
149.41,11.6,8.88,94.31,30.27,45.3,79.01,Low
784.45,7.57,8.8,2.76,18.13,37.1,68.84,Low
112.23,2.0,5.56,82.35,23.88,32.33,46.68,Low
514.85,4.95,6.43,79.9,27.72,84.08,55.81,Low
592.43,13.5,6.53,88.1,14.66,48.64,22.06,Low
418.15,15.46,5.49,79.98,24.04,55.57,55.85,Low
309.55,15.93,6.67,66.51,20.92,47.82,35.67,Low
432.4,16.53,8.87,41.51,37.21,60.15,24.27,Low
170.92,2.11,5.5,44.74,20.42,88.12,97.75,Low
592.92,8.08,7.3,2.45,30.05,83.97,12.59,Low
639.03,15.6,8.57,10.75,39.94,84.02,60.11,Low
783.82,18.92,8.92,14.64,16.84,63.48,96.3,Low
219.21,0.95,5.58,19.37,17.28,74.25,70.29,Low
566.8,4.63,6.45,41.79,38.97,62.22,87.88,Low
589.84,3.42,7.87,96.43,12.61,46.61,42.53,Low
72.05,15.46,5.48,71.08,30.92,83.43,46.48,Low
705.43,10.79,6.27,73.96,30.1,66.28,18.63,Low
781.66,6.17,6.85,75.17,39.72,47.98,83.59,Low
622.44,11.86,5.48,5.39,12.35,60.05,2.7,Low
347.62,12.18,6.2,17.81,16.4,66.58,62.79,Low
585.1,17.85,5.94,39.58,36.19,33.3,12.78,Low
359.48,17.8,8.58,92.15,34.71,48.21,12.21,Low
341.87,3.28,7.25,4.17,23.4,68.44,56.03,High
126.63,10.45,8.61,17.09,16.33,51.13,9.67,Low
406.07,13.39,5.15,55.59,33.26,79.3,9.08,Low
307.55,0.27,7.34,39.56,34.3,86.86,39.69,High
64.98,16.32,8.92,41.8,39.68,61.44,72.9,Low
395.11,17.99,5.73,7.69,31.23,89.32,2.37,Low
529.77,3.72,5.98,32.92,21.83,39.27,63.65,Low
402.75,19.38,8.43,32.78,34.23,52.78,55.36,Low
595.44,17.84,6.71,91.24,13.44,81.42,11.99,Low
506.47,14.18,6.03,94.97,35.46,38.85,40.51,Low
